transaction_id,timestamp,customer_id,customer_home_country,card_last4,amount,currency,merchant_category,merchant_country,channel,device_id,ip_country,account_age_days,customer_avg_amount_30d,customer_txn_count_1h,is_fraud
TXN20000013,2026-05-10T16:45:56,CUST100001,RU,6532,2748.83,RUB,clothing,RU,online,DEV-63809676,RU,3505,2748.83,0,0
TXN20000014,2025-09-05T14:17:31,CUST100002,RU,9890,4210.08,RUB,pharmacy,RU,POS,DEV-15724607,,2350,4210.08,0,0
TXN20000015,2025-12-04T18:41:21,CUST100002,RU,3346,3307.93,RUB,restaurant,RU,POS,DEV-99654183,,2440,3307.93,0,0
TXN20000016,2026-01-23T15:07:48,CUST100002,RU,1688,4803.61,RUB,travel,RU,POS,DEV-15724607,,2490,4803.61,0,0
TXN20000017,2026-01-24T17:26:05,CUST100002,RU,9737,1925.14,RUB,entertainment,RU,online,DEV-15724607,RU,2491,4803.61,0,0
TXN20000018,2026-04-01T14:12:00,CUST100002,RU,2159,2244.76,RUB,p2p_transfer,RU,mobile_app,DEV-15724607,RU,2558,2244.76,0,0
TXN20000019,2026-06-16T19:32:28,CUST100002,RU,6914,4540.45,RUB,travel,RU,POS,DEV-99654183,,2634,4540.45,0,0
TXN20000020,2026-08-05T18:27:32,CUST100002,RU,5828,3278.37,RUB,pharmacy,RU,mobile_app,DEV-99654183,RU,2684,3278.37,0,0
TXN20000021,2026-08-16T20:37:46,CUST100002,RU,7810,12227.77,RUB,restaurant,RU,online,DEV-99654183,RU,2695,3278.37,0,0
TXN20000022,2025-09-05T20:42:49,CUST100003,RU,3462,2357.4,RUB,gambling,RU,POS,DEV-16229344,,2183,2357.4,0,0
TXN20000023,2025-09-08T22:16:44,CUST100003,RU,3131,2267.04,RUB,gambling,RU,POS,DEV-90256293,,2186,2357.4,0,0
TXN20000024,2025-10-11T22:01:38,CUST100003,RU,3465,1965.27,RUB,atm_withdrawal,RU,online,DEV-16229344,RU,2219,1965.27,0,0
TXN20000025,2025-10-16T18:27:53,CUST100003,RU,2929,2431.22,RUB,utility_payment,RU,online,DEV-16229344,RU,2224,1965.27,0,0
TXN20000026,2025-11-05T18:30:13,CUST100003,RU,1460,2484.82,RUB,electronics,RU,online,DEV-90256293,RU,2244,2198.25,0,0
TXN20000027,2025-12-03T17:12:16,CUST100003,RU,9248,7789.29,RUB,utility_payment,RU,online,DEV-16229344,RU,2272,2484.82,0,0
TXN20000028,2025-12-17T17:02:22,CUST100003,RU,1821,2402.78,RUB,utility_payment,RU,POS,DEV-39713746,,2286,7789.29,0,0
TXN20000029,2026-02-14T21:08:16,CUST100003,RU,4190,2284.67,RUB,clothing,RU,mobile_app,DEV-90256293,RU,2345,2284.67,0,0
TXN20000030,2026-02-18T17:58:52,CUST100003,RU,9594,8097.99,RUB,utility_payment,RU,mobile_app,,RU,2349,2284.67,0,0
TXN20000031,2026-04-04T16:18:14,CUST100003,RU,2715,8492.63,RUB,atm_withdrawal,RU,online,DEV-90256293,RU,2394,8492.63,0,0
TXN20000032,2026-04-13T19:59:09,CUST100003,RU,4876,789.62,rub,electronics,RU,online,DEV-90256293,RU,2403,8492.63,0,0
TXN20000033,2026-06-10T17:33:58,CUST100003,RU,6456,3578.58,RUB,grocery,RU,online,DEV-16229344,RU,2461,3578.58,0,0
TXN20000034,2026-06-28T19:21:49,CUST100003,RU,7162,2345.38,RUB,utility_payment,RU,online,DEV-39713746,RU,2479,3578.58,0,0
TXN20000035,2026-07-15T17:25:10,CUST100003,RU,3728,6958.32,RUB,gambling,RU,online,DEV-90256293,RU,2496,2345.38,0,0
TXN20000036,2026-07-30T20:59:07,CUST100003,RU,1898,2539.72,RUB,electronics,RU,POS,DEV-90256293,,2511,6958.32,0,0
TXN20000037,2026-07-31T00:32:51,CUST100003,RU,3044,4341.78,RUB,atm_withdrawal,RU,ATM,DEV-90256293,,2512,4749.02,0,0
TXN20000038,2026-08-10T20:58:05,CUST100003,RU,2439,7487.51,RUB,atm_withdrawal,RU,POS,DEV-90256293,,2522,4613.27,0,0
TXN20000039,2026-08-12T16:58:57,CUST100003,RU,1187,1809.24,RUB,grocery,RU,mobile_app,DEV-39713746,RU,2524,5331.83,0,0
TXN20000040,2026-08-13T18:59:12,CUST100003,RU,6699,4333.29,RUB,atm_withdrawal,RU,POS,DEV-39713746,,2525,4627.31,0,0
TXN20000041,2025-09-16T19:33:27,CUST100004,RU,3619,698.64,RUB,electronics,RU,mobile_app,DEV-28579042,RU,1444,698.64,0,0
TXN20000042,2025-09-18T19:11:22,CUST100004,RU,2758,940.89,RUB,grocery,RU,POS,DEV-28579042,,1446,698.64,0,0
TXN20000043,2025-09-27T17:52:51,CUST100004,RU,1774,960.77,RUB,grocery,RU,POS,DEV-28579042,,1455,819.77,0,0
TXN20000044,2025-09-27T18:18:47,CUST100004,RU,2784,542.49,RUB,jewelry,RU,online,DEV-28579042,RU,1455,866.77,1,0
TXN20000045,2025-10-01T20:08:45,CUST100004,RU,4887,2068.35,RUB,pharmacy,RU,POS,DEV-28579042,,1459,785.7,0,0
TXN20000046,2025-10-01T22:33:31,CUST100004,RU,3254,2118.95,RUB,grocery,RU,POS,DEV-28579042,,1459,1042.23,0,0
TXN20000047,2025-10-02T20:52:12,CUST100004,RU,5097,784.69,RUB,grocery,RU,POS,DEV-28579042,,1460,1221.68,0,0
TXN20000048,2025-10-04T21:18:27,CUST100004,RU,1999,411.15,rub,grocery,RU,mobile_app,DEV-28579042,RU,1462,1159.25,0,0
TXN20000049,2025-11-14T20:25:06,CUST100004,RU,3651,1431.05,RUB,entertainment,RU,POS,DEV-28579042,,1503,1431.05,0,0
TXN20000050,2025-11-23T23:59:38,CUST100004,RU,1800,1018.25,RUB,grocery,RU,ATM,DEV-28579042,,1512,1431.05,0,0
TXN20000051,2025-12-30T20:42:09,CUST100004,RU,3710,900.58,RUB,entertainment,RU,online,DEV-28579042,RU,1549,900.58,0,0
TXN20000052,2026-01-20T21:45:56,CUST100004,RU,8734,1411.4,RUB,grocery,RU,online,DEV-28579042,RU,1570,900.58,0,0
TXN20000053,2026-02-01T17:04:13,CUST100004,RU,9449,1478.12,RUB,electronics,RU,online,DEV-28579042,RU,1582,1411.4,0,0
TXN20000054,2026-02-12T21:58:55,CUST100004,RU,6467,748.94,RUB,atm_withdrawal,RU,online,DEV-28579042,RU,1593,1444.76,0,0
TXN20000055,2026-02-18T20:46:59,CUST100004,RU,3490,479.38,RUB,electronics,RU,mobile_app,DEV-28579042,RU,1599,1212.82,0,0
TXN20000056,2026-02-26T22:11:37,CUST100004,RU,4321,897.0,USD,pharmacy,AM,ATM,DEV-28579042,,1607,902.15,0,0
TXN20000057,2026-03-04T19:35:39,CUST100004,RU,6731,1307.42,RUB,atm_withdrawal,RU,online,DEV-28579042,RU,1613,708.44,0,0
TXN20000058,2026-04-14T22:05:13,CUST100004,RU,9587,1422.36,RUB,grocery,RU,mobile_app,DEV-28579042,RU,1654,1422.36,0,0
TXN20000059,2026-04-14T22:34:43,CUST100004,RU,9249,259.28,RUB,pharmacy,RU,online,DEV-28579042,RU,1654,1422.36,1,0
TXN20000060,2026-04-19T01:40:51,CUST100004,RU,4742,409.58,RUB,jewelry,RU,POS,DEV-28579042,,1659,840.82,0,0
TXN20000061,2026-05-16T23:00:38,CUST100004,RU,4514,772.81,RUB,electronics,RU,POS,DEV-28579042,,1686,409.58,0,0
TXN20000062,2026-05-30T15:05:29,CUST100004,RU,6391,1367.82,RUB,entertainment,RU,mobile_app,DEV-28579042,RU,1700,772.81,0,0
TXN20000063,2026-07-05T22:25:05,CUST100004,RU,8284,4404.15,RUB,grocery,RU,POS,DEV-28579042,,1736,4404.15,0,0
TXN20000064,2026-07-20T23:14:49,CUST100004,RU,1206,1051.74,USD,jewelry,US,online,DEV-28579042,RU,1751,4404.15,0,0
TXN20000065,2026-07-21T11:51:55,CUST100004,RU,4546,2834.86,RUB,,RU,POS,DEV-28579042,,1752,2727.94,0,0
TXN20000066,2026-08-06T16:21:07,CUST100004,RU,1449,3198.27,rub,grocery,RU,online,DEV-28579042,RU,1768,1943.3,0,0
TXN20000067,2026-08-14T17:14:57,CUST100004,RU,3317,1242.05,RUB,pharmacy,RU,POS,DEV-28579042,,1776,2361.62,0,0
TXN20000068,2026-08-19T20:58:23,CUST100004,RU,8229,757.75,RUB,atm_withdrawal,RU,POS,DEV-28579042,,1781,2081.73,0,0
TXN20000069,2026-08-26T22:12:36,CUST100004,RU,7105,1790.68,RUB,pharmacy,RU,mobile_app,DEV-28579042,RU,1788,1732.69,0,0
TXN20000070,2025-09-08T07:45:55,CUST100005,AE,6130,1263.99,RUB,entertainment,AE,online,DEV-81857414,AE,587,1263.99,0,0
TXN20000071,2025-10-04T07:30:06,CUST100005,AE,7237,1452.67,RUB,entertainment,AE,POS,DEV-81857414,,613,1263.99,0,0
TXN20000072,2025-10-15T10:34:06,CUST100005,AE,3113,1014.07,RUB,restaurant,AE,POS,DEV-81857414,,624,1452.67,0,0
TXN20000073,2025-10-19T12:21:31,CUST100005,AE,9083,2362.05,RUB,subscription,AE,online,DEV-81857414,AE,628,1233.37,0,0
TXN20000074,2025-11-07T08:48:18,CUST100005,AE,1638,2599.46,RUB,restaurant,AE,mobile_app,DEV-81857414,AE,647,1688.06,0,0
TXN20000075,2025-11-13T12:38:14,CUST100005,AE,4273,1679.97,RUB,restaurant,AE,POS,DEV-81857414,,653,1991.86,0,0
TXN20000076,2025-11-14T12:39:58,CUST100005,AE,6899,1200.75,RUB,,AE,POS,DEV-81857414,,654,2213.83,0,0
TXN20000077,2025-11-29T15:59:12,CUST100005,AE,1162,642.07,RUB,jewelry,AE,ATM,DEV-81857414,,669,1826.73,0,0
TXN20000078,2025-12-07T17:35:59,CUST100005,AE,1556,658.73,RUB,entertainment,AE,mobile_app,DEV-81857414,AE,677,1174.26,0,0
TXN20000079,2025-12-14T10:09:42,CUST100005,,5000,875.29,RUB,subscription,AE,mobile_app,DEV-81857414,AE,684,833.85,0,0
TXN20000080,2025-12-21T15:45:18,CUST100005,AE,5142,3081.32,RUB,restaurant,AE,POS,DEV-81857414,,691,725.37,0,0
TXN20000081,2025-12-23T14:59:53,CUST100005,AE,1321,2679.48,RUB,restaurant,AE,POS,DEV-81857414,,693,1314.35,0,0
TXN20000082,2026-01-08T08:11:04,CUST100005,AE,6227,1007.07,RUB,jewelry,AE,POS,DEV-81857414,,709,2212.03,0,0
TXN20000083,2026-01-17T13:39:28,CUST100005,AE,6695,2579.77,RUB,entertainment,AE,POS,,,718,2255.95,0,0
TXN20000084,2026-02-11T07:26:31,CUST100005,AE,1035,457.6,RUB,restaurant,AE,mobile_app,DEV-81857414,AE,743,2579.77,0,0
TXN20000085,2026-02-13T11:10:42,CUST100005,AE,5435,1611.83,RUB,jewelry,AE,online,DEV-81857414,AE,745,1518.69,0,0
TXN20000086,2026-02-14T05:39:31,CUST100005,AE,6968,1701.26,RUB,restaurant,AE,online,DEV-81857414,AE,746,1549.73,0,0
TXN20000087,2026-02-16T13:39:55,CUST100005,AE,4843,1781.7,RUB,restaurant,AE,online,DEV-81857414,AE,748,1256.9,0,0
TXN20000088,2026-02-17T10:45:20,CUST100005,AE,1887,400.62,RUB,jewelry,AE,POS,DEV-81857414,,749,1388.1,0,0
TXN20000089,2026-02-26T12:47:19,CUST100005,AE,4961,1068.36,RUB,entertainment,AE,POS,DEV-81857414,,758,1190.6,0,0
TXN20000090,2026-02-27T14:44:50,CUST100005,AE,1390,587.63,RUB,jewelry,AE,ATM,DEV-81857414,,759,1170.23,0,0
TXN20000091,2026-03-02T12:43:15,CUST100005,AE,1082,272.71,RUB,restaurant,AE,POS,DEV-81857414,,762,1087.0,0,0
TXN20000092,2026-03-16T11:02:32,CUST100005,AE,6166,1740.94,RUB,entertainment,AE,POS,DEV-81857414,,776,822.2,0,0
TXN20000093,2026-05-02T15:42:45,CUST100005,,6430,2792.53,RUB,entertainment,AE,POS,DEV-81857414,,823,2792.53,0,0
TXN20000094,2026-05-17T11:00:26,CUST100005,AE,,1262.5,RUB,jewelry,AE,mobile_app,DEV-81857414,AE,838,2792.53,0,0
TXN20000095,2026-05-19T12:31:52,CUST100005,AE,3481,4422.84,RUB,restaurant,AE,online,DEV-81857414,AE,840,2027.52,0,0
TXN20000096,2026-06-08T10:57:39,CUST100005,AE,6816,1195.22,RUB,restaurant,AE,POS,DEV-81857414,,860,2842.67,0,0
TXN20000097,2026-06-25T12:23:46,CUST100005,AE,2623,1213.4,RUB,jewelry,AE,POS,DEV-81857414,,877,1195.22,0,0
TXN20000098,2026-07-07T12:12:48,CUST100005,AE,8822,1076.97,RUB,subscription,AE,mobile_app,DEV-81857414,AE,889,1204.31,0,0
TXN20000099,2026-07-10T16:37:11,CUST100005,AE,4963,1324.28,RUB,entertainment,AE,POS,DEV-81857414,,892,1145.18,0,0
TXN20000100,2026-07-17T18:56:55,CUST100005,AE,9468,424.06,RUB,restaurant,AE,POS,DEV-81857414,,899,1204.88,0,0
TXN20000101,2026-07-23T09:48:47,CUST100005,AE,3587,1020.81,RUB,subscription,AE,POS,DEV-81857414,,905,1009.68,0,0
TXN20000102,2026-07-23T13:06:11,CUST100005,AE,6914,1476.71,RUB,jewelry,AE,POS,DEV-81857414,,905,1011.9,0,0
TXN20000103,2026-08-06T10:20:26,CUST100005,AE,7884,2942.3,RUB,jewelry,AE,online,DEV-81857414,AE,919,1064.56,0,0
TXN20000104,2026-08-10T14:57:05,CUST100005,AE,5486,1265.21,USD,entertainment,DE,POS,DEV-81857414,,923,1465.97,0,0
TXN20000105,2026-08-13T14:48:10,CUST100005,AE,4168,1458.41,RUB,jewelry,AE,online,DEV-81857414,AE,926,1425.81,0,0
TXN20000106,2026-08-29T10:24:39,CUST100005,AE,9751,3536.08,RUB,entertainment,AE,online,DEV-81857414,AE,942,1888.64,0,0
TXN20000107,2026-08-30T12:25:20,CUST100005,AE,7870,1338.83,RUB,jewelry,AE,POS,DEV-81857414,,943,2300.5,0,0
TXN20000108,2025-12-03T13:57:05,CUST100006,RU,2220,2650.24,RUB,utility_payment,RU,POS,DEV-51705589,,2730,2650.24,0,0
TXN20000109,2026-02-21T19:20:51,CUST100006,RU,5940,912.93,RUB,grocery,RU,POS,DEV-51705589,,2810,912.93,0,0
TXN20000110,2026-03-06T14:34:09,CUST100006,RU,5165,5945.57,RUB,utility_payment,RU,mobile_app,DEV-51705589,RU,2823,912.93,0,0
TXN20000111,2026-03-27T17:32:03,CUST100006,RU,2127,4338.63,RUB,restaurant,RU,mobile_app,DEV-51705589,RU,2844,5945.57,0,0
TXN20000112,2026-05-03T16:24:12,CUST100006,RU,6933,715.34,RUB,utility_payment,RU,ATM,DEV-51705589,,2881,715.34,0,0
TXN20000113,2026-07-29T17:25:23,CUST100006,RU,8662,839.21,RUB,restaurant,RU,POS,DEV-51705589,,2968,839.21,0,0
TXN20000114,2026-08-02T10:33:39,CUST100006,RU,2380,977.8,RUB,gambling,RU,ATM,DEV-51705589,,2972,839.21,0,0
TXN20000115,2025-09-06T06:56:51,CUST100007,RU,4897,891.53,RUB,pharmacy,RU,mobile_app,DEV-72309080,RU,190,891.53,0,0
TXN20000116,2025-09-13T03:00:29,CUST100007,RU,7044,1274.0,RUB,pharmacy,RU,POS,DEV-72309080,,197,891.53,0,0
TXN20000117,2025-09-22T04:11:14,CUST100007,RU,5056,1005.82,RUB,,RU,online,DEV-72309080,RU,206,1082.77,0,0
TXN20000118,2025-10-21T09:04:52,CUST100007,RU,4366,583.11,RUB,pharmacy,RU,POS,DEV-72309080,,235,1005.82,0,0
TXN20000119,2025-11-12T10:50:17,CUST100007,RU,6779,869.45,RUB,pharmacy,RU,online,DEV-46450018,RU,257,583.11,0,0
TXN20000120,2025-12-05T07:17:49,CUST100007,,9854,692.62,RUB,entertainment,RU,POS,DEV-84437141,,280,869.45,0,0
TXN20000121,2026-01-13T11:49:16,CUST100007,RU,8872,2133.32, RUB ,entertainment,RU,POS,DEV-84437141,,319,2133.32,0,0
TXN20000122,2026-01-21T06:10:25,CUST100007,RU,8943,413.29,RUB,pharmacy,RU,POS,DEV-72309080,,327,2133.32,0,0
TXN20000123,2026-01-29T10:00:15,CUST100007,RU,9805,1358.84,RUB,entertainment,RU,online,DEV-46450018,RU,335,1273.3,0,0
TXN20000124,2026-02-24T05:57:39,CUST100007,RU,2607,2456.41,RUB,entertainment,RU,mobile_app,DEV-46450018,RU,361,1358.84,0,0
TXN20000125,2026-03-11T10:53:33,CUST100007,RU,6734,498.42,RUB,entertainment,RU,POS,DEV-46450018,,376,2456.41,0,0
TXN20000126,2026-04-18T08:41:51,CUST100007,RU,8831,755.6,RUB,pharmacy,RU,online,DEV-72309080,RU,414,755.6,0,0
TXN20000127,2026-05-17T06:59:45,CUST100007,RU,8234,923.21,RUB,entertainment,RU,online,DEV-46450018,RU,443,755.6,0,0
TXN20000128,2026-05-19T07:19:58,CUST100007,RU,1688,712.81,RUB,,RU,POS,DEV-72309080,,445,923.21,0,0
TXN20000129,2026-06-28T09:10:11,CUST100007,RU,5153,"957,28", RUB ,pharmacy,RU,POS,DEV-72309080,,485,957.28,0,0
TXN20000130,2026-07-05T09:34:43,CUST100007,RU,6030,497.69,RUB,pharmacy,RU,POS,DEV-84437141,,492,957.28,0,0
TXN20000131,2026-08-23T06:38:23,CUST100007,RU,1711,1533.0,RUB,entertainment,RU,online,DEV-84437141,RU,541,1533.0,0,0
TXN20000132,2025-09-20T18:19:32,CUST100008,RU,8483,1009.83,RUB,pharmacy,RU,online,DEV-18808319,RU,2618,1009.83,0,0
TXN20000133,2025-11-23T23:00:48,CUST100008,RU,9680,565.34,RUB,entertainment,RU,online,DEV-37138905,RU,2682,565.34,0,0
TXN20000134,2026-01-14T18:32:20,CUST100008,RU,4144,2041.87,RUB,restaurant,RU,mobile_app,DEV-18808319,RU,2734,2041.87,0,0
TXN20000135,2026-01-15T22:26:40,CUST100008,RU,3036,629.12,RUB,restaurant,RU,mobile_app,DEV-37138905,RU,2735,2041.87,0,0
TXN20000136,2026-01-21T20:32:22,CUST100008,RU,6179,N/A,RUB,entertainment,RU,POS,DEV-37138905,,2741,1335.49,0,0
TXN20000137,2026-05-22T21:14:52,CUST100008,RU,4011,2401.17,USD,crypto_exchange,KZ,POS,DEV-95247937,,2862,2401.17,0,0
TXN20000138,2026-05-23T21:06:12,CUST100008,RU,7733,762.21,RUB,entertainment,RU,mobile_app,DEV-18808319,RU,2863,2401.17,0,0
TXN20000139,2026-06-03T21:33:15,CUST100008,RU,8273,777.11,RUB,restaurant,RU,online,DEV-95247937,RU,2874,1581.69,0,0
TXN20000140,2026-06-22T23:05:13,CUST100008,RU,1613,3880.52,RUB,crypto_exchange,RU,mobile_app,DEV-18808319,RU,2893,777.11,0,0
TXN20000141,2026-07-28T17:00:57,CUST100008,RU,8394,1961.13,RUB,crypto_exchange,RU,mobile_app,DEV-37138905,RU,2929,1961.13,0,0
TXN20000142,2026-08-21T18:01:13,CUST100008,RU,5467,1198.53,RUB,crypto_exchange,RU,POS,DEV-18808319,,2953,1961.13,0,0
TXN20000143,2026-09-01T21:11:59,CUST100008,RU,8561,1204.6,RUB,pharmacy,RU,online,DEV-37138905,RU,2964,1198.53,0,0
TXN20000144,2026-09-01T21:46:19,CUST100008,RU,7704,2291.98,RUB,online_marketplace,RU,online,DEV-18808319,RU,2964,1201.56,1,0
TXN20000145,2025-10-23T21:05:33,CUST100009,RU,6210,1345.54,RUB,crypto_exchange,RU,POS,DEV-16007594,,1953,1345.54,0,0
TXN20000146,2025-11-12T21:42:04,CUST100009,RU,6091,3054.96,RUB,clothing,RU,ATM,DEV-16007594,,1973,1345.54,0,0
TXN20000147,2025-12-16T22:57:18,CUST100009,RU,2494,3073.26,RUB,crypto_exchange,RU,online,DEV-16007594,RU,2007,3073.26,0,0
TXN20000148,2025-12-31T22:51:12,CUST100009,RU,3300,861.35,RUB,gambling,RU,mobile_app,DEV-16007594,RU,2022,3073.26,0,0
TXN20000149,2026-01-20T20:46:40,CUST100009,RU,7676,2421.62,RUB,clothing,RU,POS,DEV-16007594,,2042,861.35,0,0
TXN20000150,2026-02-03T22:31:18,CUST100009,RU,6759,748.42,RUB,crypto_exchange,RU,mobile_app,DEV-16007594,RU,2056,2421.62,0,0
TXN20000151,2026-03-18T18:58:00,CUST100009,RU,5992,N/A,RUB,crypto_exchange,RU,POS,DEV-16007594,,2099,1691.45,0,0
TXN20000152,2026-04-05T01:00:43,CUST100009,RU,4315,3384.84,RUB,gambling,RU,mobile_app,DEV-16007594,RU,2117,1691.45,0,0
TXN20000153,2026-04-19T02:13:24,CUST100009,RU,,1652.27,RUB,crypto_exchange,RU,POS,DEV-16007594,,2131,3384.84,0,0
TXN20000154,2026-05-10T22:50:58,CUST100009,RU,4323,7178.66,RUB,crypto_exchange,RU,online,DEV-16007594,RU,2152,1652.27,0,0
TXN20000155,2026-06-23T23:22:59,CUST100009,RU,5344,2351.68,RUB,clothing,RU,mobile_app,DEV-16007594,RU,2196,2351.68,0,0
TXN20000156,2026-07-15T01:36:22,CUST100009,RU,,3446.09,RUB,gambling,RU,online,DEV-16007594,RU,2218,2351.68,0,0
TXN20000157,2026-08-15T23:36:31,CUST100009,RU,2821,3851.51,RUB,clothing,RU,POS,DEV-16007594,,2249,3851.51,0,0
TXN20000158,2026-08-19T01:59:55,CUST100009,RU,4858,1612.39,RUB,crypto_exchange,RU,POS,,,2253,3851.51,0,0
TXN20000159,2025-09-06T16:22:50,CUST100010,RU,6699,3606.07,RUB,pharmacy,RU,mobile_app,DEV-19880214,RU,2911,3606.07,0,0
TXN20000160,2025-09-18T19:06:04,CUST100010,RU,8085,6554.73,RUB,atm_withdrawal,RU,mobile_app,DEV-19880214,RU,2923,3606.07,0,0
TXN20000161,2025-09-28T14:26:50,CUST100010,RU,5465,3079.42,RUB,pharmacy,RU,online,DEV-19880214,RU,2933,5080.4,0,0
TXN20000162,2025-10-08T12:52:27,CUST100010,RU,1700,6357.73,RUB,entertainment,RU,POS,DEV-19880214,,2943,4817.08,0,0
TXN20000163,2025-10-18T13:26:21,CUST100010,RU,5694,8235.78,RUB,pharmacy,RU,POS,DEV-19880214,,2953,5330.63,0,0
TXN20000164,2025-10-19T16:30:08,CUST100010,RU,9988,1222.18,RUB,atm_withdrawal,RU,online,DEV-19880214,RU,2954,5890.98,0,0
TXN20000165,2025-10-22T11:17:33,CUST100010,RU,5498,5771.68,RUB,pharmacy,RU,online,DEV-19880214,RU,2957,4723.78,0,0
TXN20000166,2025-10-22T19:40:10,CUST100010,RU,2774,3832.49,RUB,utility_payment,RU,POS,DEV-19880214,,2957,4933.36,0,0
TXN20000167,2025-11-11T13:57:43,CUST100010,RU,9248,3431.3,RUB,entertainment,RU,mobile_app,DEV-19880214,RU,2977,4765.53,0,0
TXN20000168,2025-11-16T17:02:15,CUST100010,RU,7453,"3 579,59",RUB,crypto_exchange,RU,mobile_app,DEV-19880214,RU,2982,4498.69,0,0
TXN20000169,2025-11-30T16:22:18,CUST100010,RU,2210,7030.86,RUB,pharmacy,RU,POS,DEV-19880214,,2996,3505.45,0,0
TXN20000170,2026-01-23T17:47:49,CUST100010,RU,1221,8724.69,RUB,atm_withdrawal,RU,online,,RU,3050,8724.69,0,0
TXN20000171,2026-02-10T13:39:13,CUST100010,RU,2936,4161.08,RUB,crypto_exchange,RU,online,DEV-19880214,RU,3068,8724.69,0,0
TXN20000172,2026-02-21T16:49:42,CUST100010,RU,2322,9548.57,RUB,atm_withdrawal,RU,POS,DEV-19880214,,3079,6442.89,0,0
TXN20000173,2026-02-25T16:18:04,CUST100010,RU,2731,10317.59,RUB,utility_payment,RU,ATM,DEV-19880214,,3083,6854.83,0,0
TXN20000174,2026-04-01T15:05:09,CUST100010,RU,5659,1211.02,RUB,atm_withdrawal,RU,mobile_app,DEV-19880214,RU,3118,1211.02,0,0
TXN20000175,2026-04-08T18:32:20,CUST100010,RU,8260,3512.12,RUB,pharmacy,RU,online,DEV-19880214,RU,3125,1211.02,0,0
TXN20000176,2026-04-18T15:21:18,CUST100010,RU,4733,5980.95,RUB,entertainment,RU,mobile_app,DEV-19880214,RU,3135,2361.57,0,0
TXN20000177,2026-05-08T16:52:38,CUST100010,RU,9179,10004.26,RUB,atm_withdrawal,RU,mobile_app,DEV-19880214,RU,3155,4746.53,0,0
TXN20000178,2026-05-19T17:37:52,CUST100010,RU,6475,1717.18,RUB,atm_withdrawal,RU,mobile_app,DEV-19880214,RU,3166,10004.26,0,0
TXN20000179,2026-06-25T21:05:17,CUST100010,RU,6517,3078.78,RUB,entertainment,RU,online,DEV-19880214,RU,3203,3078.78,0,0
TXN20000180,2026-07-18T18:14:21,CUST100010,RU,3917,5547.1,RUB,atm_withdrawal,RU,POS,DEV-19880214,,3226,3078.78,0,0
TXN20000181,2026-07-26T17:37:01,CUST100010,RU,4931,4565.16,RUB,entertainment,RU,POS,DEV-19880214,,3234,5547.1,0,0
TXN20000182,2026-07-29T15:35:41,CUST100010,RU,3912,3604.4,RUB,entertainment,RU,mobile_app,DEV-19880214,RU,3237,5056.13,0,0
TXN20000183,2026-08-30T15:20:36,CUST100010,RU,3040,9199.44,RUB,atm_withdrawal,RU,POS,DEV-19880214,,3269,9199.44,0,0
TXN20000184,2025-09-16T05:32:45,CUST100011,KZ,9587,1693.83,RUB,entertainment,KZ,online,,KZ,3485,1693.83,0,0
TXN20000185,2025-09-25T04:58:44,CUST100011,KZ,2412,2934.37,RUB, PHARMACY ,KZ,online,DEV-62958761,KZ,3494,1693.83,0,0
